Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/20/2023 22:23:20,6,4,Yes,Normal,"Social life, Schedule, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Rarely,Yes,7,Sometimes,8,Toxic,always,No,trying my best,Yes,Yes,NULL,No,Yes,6-7 hours,Boring,7,8,Yes,Confident,No,NULL,Rarely,Male,18-21,Taken,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Mahdia,Public,8,I see hard work good job 
10/20/2023 22:25:39,6,7,No,NULL,"Teacher, Subjects, Exams",Sometimes,Rarely,Agree,Neutral,No,NULL,Yes,6,Never,7,Stressful,not much,Yes,bored,Yes,No,Schedule,Yes,Yes,6-7 hours,Boring,5,5,Yes,Unconfident,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sfax,Public,4,Good
10/20/2023 22:25:48,5,8,Yes,NULL,Exams,Sometimes,Rarely,Disagree,Neutral,No,NULL,No,NULL,Sometimes,10,Stressful,sometimes,No,overwhelmed,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,6,6,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,PhD,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",United States,NULL,Private,6,
10/20/2023 22:26:37,8,6,Yes,Positive/Good,Schedule,Rarely,Often,Disagree,Comfortable,No,Rarely,No,NULL,Sometimes,4,Toxic,not much,Yes,trying my best,No,Yes,NULL,Yes,No,5-6 hours,Intresting,9,9,No,Neutral,Yes,Quiet helpful,Weekly,Female,22-24,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Private,6,
10/20/2023 22:29:23,9,9,No,NULL,"Social life, Subjects, Schedule",Rarely,Rarely,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,8,Sometimes,10,Good,not much,Yes,excited,No,Yes,NULL,Yes,No,6-7 hours,Intresting,9,8,No,Neutral,Yes,Quiet helpful,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Russia,NULL,Public,9,
10/20/2023 22:32:15,7,6,Yes,Positive/Good,"Subjects, Exams",Never,Rarely,Agree,Comfortable,No,Rarely,Yes,8,Rarely,8,Stressful,always,Yes,struggling,Yes,No,other reasons,No,Yes,5-6 hours,Challenging,5,8,Yes,Neutral,Yes,Quiet helpful,Monthly,Female,18-21,Taken,Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Russia,,Public,9,"Good poll, interesting questions"
10/20/2023 22:33:57,4,5,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Often,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Rarely,7,Stressful,occasionally,Yes,trying my best,Yes,No,Schedule,Yes,Yes,5-6 hours,Challenging,7,7,Yes,Confident,No,NULL,Weekly,Female,22-24,Taken,Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,8,
10/20/2023 22:35:29,6,8,Yes,Normal,"Schedule, Administration",Never,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,7,Sometimes,4,Good,always,Yes,overwhelmed,Yes,Yes,NULL,No,No,5-6 hours,Challenging,7,4,No,Confident,Yes,Quiet helpful,Weekly,Female,18-21,Taken,Undergraduate (Bachelor),Art university ,Russia,NULL,Public,9,
10/20/2023 22:41:51,7,6,Yes,Normal,"Teacher, Subjects, Schedule",Rarely,Never,Disagree,Comfortable,"Yes, occasionally",Daily,No,NULL,Never,1,Motivating,not much,Yes,bored,No,No,Schedule,Yes,No,6-7 hours,Boring,8,10,Yes,Confident,No,NULL,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/20/2023 22:46:36,5,5,Yes,Normal,"Teacher, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,9,Rarely,10,Stressful,occasionally,Yes,struggling,Yes,No,other reasons,Yes,No,Less than 5 hours,Boring,5,3,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,7,
10/20/2023 22:46:40,6,5,No,NULL,"Teacher, Subjects, Schedule",Rarely,Rarely,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,9,Rarely,7,Toxic,not much,No,trying my best,Yes,No,Schedule,Yes,Yes,6-7 hours,Challenging,7,5,Yes,Confident,No,NULL,Rarely,Female,22-24,Taken,Engineering,Mechanical engineering,Tunisia,Sousse,Public,8,
10/20/2023 22:47:13,8,9,Yes,Positive/Good,"Teacher, Subjects, Schedule",Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,5,Sometimes,3,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Challenging,9,9,Yes,Confident,No,NULL,Monthly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Kairouan,Public,7,good
10/20/2023 22:50:11,3,4,Yes,Normal,"Social life, Subjects",Sometimes,Sometimes,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Sometimes,4,Good,occasionally,No,trying my best,Yes,No,other reasons,Yes,No,7-9 hours,Boring,5,6,Yes,Neutral,No,NULL,Rarely,Female,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/20/2023 22:52:32,10,10,No,Positive/Good,Schedule,Always,Never,Disagree,Neutral,No,Rarely,No,NULL,Always,1,Good,never,No,happy,No,No,Schedule,Yes,No,Less than 5 hours,Intresting,9,10,No,Confident,Yes,Quiet helpful,Daily,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Private,10,
10/20/2023 22:55:19,4,5,Yes,Positive/Good,"Social life, Exams",Sometimes,Rarely,Disagree,Uncomfortable,No,NULL,Yes,3,Never,9,Toxic,never,Yes,struggling,Yes,No,other reasons,Yes,Yes,5-6 hours,Boring,5,5,Yes,Unconfident,No,No,Never,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Ariana,Public,1,
10/20/2023 22:55:55,8,7,No,Normal,"Social life, Subjects, Schedule",Rarely,Often,Agree,Uncomfortable,"Yes, occasionally",Rarely,Yes,5,Sometimes,8,Good,not much,Yes,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,6,4,Yes,Confident,No,NULL,Rarely,Male,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,5,
10/20/2023 22:56:36,3,1,Yes,Positive/Good,Exams,Rarely,Rarely,Disagree,Neutral,No,NULL,Yes,10,Never,10,Stressful,always,Yes,bored,Yes,No,Schedule,No,No,6-7 hours,Boring,1,6,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,Prépa ,Tunisia,Sousse,Public,5,
10/20/2023 22:57:31,8,8,Yes,Positive/Good,"Subjects, Exams",Never,Rarely,Agree,Comfortable,No,NULL,Yes,5,Sometimes,7,Good,sometimes,No,trying my best,Yes,No,Schedule,Yes,No,6-7 hours,Boring,7,8,No,Confident,Yes,Quiet helpful,Weekly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,9,
10/20/2023 22:58:27,3,2,No,NULL,Schedule,Always,Always,Disagree,Neutral,No,NULL,Yes,9,Never,10,Toxic,not much,Yes,struggling,Yes,No,other reasons,Yes,No,6-7 hours,Boring,2,8,Yes,Unconfident,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,2,Good job 
10/20/2023 23:04:21,5,4,Yes,Normal,"Social life, Subjects",Often,Never,Disagree,Neutral,No,NULL,No,NULL,Never,3,Good,never,No,bored,No,No,other reasons,Yes,No,6-7 hours,Boring,8,8,Yes,Confident,No,NULL,Weekly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,nice but it lacks  a field in which you can talk about how you feel on your own words .
10/20/2023 23:04:34,4,8,No,NULL,"Subjects, Exams",Always,Always,Agree,Neutral,No,NULL,Yes,10,Never,8,Stressful,always,Yes,overwhelmed,Yes,No,other reasons,No,Yes,7-9 hours,Boring,1,5,No,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,NULL,Public,1,Boring
10/20/2023 23:06:41,2,7,Yes,Positive/Good,"Teacher, Exams, Administration",Never,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,8,Never,9,Toxic,always,Yes,overwhelmed,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,7,3,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Tunisia,Sousse,Public,7,
10/20/2023 23:08:41,8,7,Yes,Normal,"Schedule, Exams, Administration",Rarely,Sometimes,Agree,Comfortable,"Yes, occasionally",Daily,No,NULL,Rarely,6,Good,occasionally,No,trying my best,Yes,Yes,NULL,Yes,Yes,6-7 hours,Intresting,5,7,No,Confident,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/20/2023 23:09:04,8,7,Yes,Positive/Good,"Social life, Administration",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,7,Often,8,Good,not much,No,trying my best,No,Yes,NULL,Yes,No,6-7 hours,Boring,7,8,Yes,Confident,Yes,Quiet helpful,Monthly,Male,24-28,Single,Master's,Engineering,Greece,,Public,9,
10/20/2023 23:11:23,10,7,Yes,Positive/Good,Social life,Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,10,Rarely,6,Good,sometimes,Yes,bored,Yes,Yes,NULL,Yes,No,Less than 5 hours,Intresting,6,7,Yes,Neutral,Yes,Soo helpful,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Algeria,Sousse,Public,5,
10/20/2023 23:12:06,10,10,Yes,Normal,Social life,Often,Sometimes,Agree,Uncomfortable,"Yes, occasionally",Rarely,No,NULL,Often,6,Stressful,sometimes,No,trying my best,Yes,No,I have other engagements,Yes,No,5-6 hours,Challenging,7,6,No,Neutral,No,Not realy,Rarely,Male,28,Married,PhD,Engineering ,Nigeria,NULL,Public,7,
10/20/2023 23:15:41,5,7,Yes,Positive/Good,Social life,Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Monthly,Yes,4,Sometimes,9,Stressful,sometimes,No,excited,Yes,No,other reasons,Yes,No,7-9 hours,Challenging,8,6,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,"L. Electronique, Électrotechnique et Automatique ",Tunisia,Sousse,Public,8,Is good 
10/20/2023 23:16:42,3,8,Yes,Positive/Good,Subjects,Rarely,Never,Agree,Comfortable,"Yes, Too Much",Weekly,No,NULL,Rarely,5,Good,never,No,bored,No,No,Schedule,No,No,6-7 hours,Boring,10,5,No,Confident,Yes,Quiet helpful,Monthly,Male,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,7,
10/20/2023 23:19:26,5,8,Yes,Normal,"Teacher, Schedule, Administration",Rarely,Sometimes,Agree,Comfortable,No,Rarely,Yes,9,Sometimes,8,Stressful,always,Yes,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,8,6,No,Neutral,No,No,Weekly,Female,22-24,Single,Undergraduate (Bachelor),Architecture ,Tunisia,Tunis,Public,9,"Interesting, I like how it focuses on both physical and mental health."
10/20/2023 23:19:55,7,8,Yes,Positive/Good,"Subjects, Schedule",Rarely,Rarely,Agree,Comfortable,"Yes, occasionally",Weekly,Yes,4,Sometimes,5,Good,not much,No,struggling,No,Yes,NULL,No,Yes,5-6 hours,Boring,6,6,Yes,Confident,No,NULL,Daily,Male,24-28,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,6,Interesting 
10/20/2023 23:20:57,8,6,Yes,Positive/Good,"Subjects, Schedule, Administration",Often,Sometimes,Agree,Neutral,"Yes, occasionally",Rarely,No,4,Often,5,Good,occasionally,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,7,8,Yes,Confident,No,NULL,Rarely,Male,22-24,Single,Engineering,It engineering,Tunisia,Sousse,Private,6,
10/20/2023 23:21:18,7,9,Yes,Positive/Good,"Teacher, Schedule, Administration",Sometimes,Often,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,6,Sometimes,4,Toxic,occasionally,Yes,bored,Yes,No,other reasons,Yes,No,5-6 hours,Challenging,5,6,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Private,8,
10/20/2023 23:23:08,7,8,Yes,Positive/Good,Schedule,Rarely,Rarely,Disagree,Comfortable,No,Rarely,Yes,7,Often,4,Good,not much,No,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,7,5,Yes,Neutral,Yes,Quiet helpful,Monthly,Female,22-24,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Private,7,
10/20/2023 23:25:21,6,6,Yes,Normal,"Social life, Subjects",Sometimes,Rarely,Disagree,Neutral,No,NULL,No,NULL,Never,10,Stressful,never,No,bored,Yes,No,Schedule,No,No,7-9 hours,Boring,8,9,Yes,Neutral,No,NULL,Never,Female,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Bizerte,Public,7,
10/20/2023 23:29:00,2,1,No,NULL,"Social life, Subjects, Schedule",Always,Always,Agree,Uncomfortable,No,NULL,Yes,10,Never,10,Toxic,always,Yes,struggling,Yes,No,Schedule,Yes,Yes,5-6 hours,Boring,1,6,Yes,Unconfident,No,NULL,Never,Female,18-21,Divorced,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,1,
10/20/2023 23:29:47,1,1,No,Negative/Badly,"jaw ,fehem ? ",Never,Never,Disagree,Neutral,No,NULL,No,2,Sometimes,10,Toxic,never,No,trying my best,No,No,other reasons,Yes,No,5-6 hours,Boring,2,1,No,Confident,No,NULL,Daily,animal fehem ? ,18-21,"makhalweth, fehem ?",Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,1,"normal question i could do that by my own !  , however im a songwriter hope u go back and understand my responses when i upload some "
10/20/2023 23:31:26,4,4,No,Negative/Badly,Exams,Sometimes,Rarely,Agree,Uncomfortable,No,NULL,No,NULL,Rarely,3,Stressful,sometimes,No,bored,No,No,Schedule,No,No,7-9 hours,Boring,8,8,Yes,Confident,No,NULL,Daily,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/20/2023 23:37:57,1,1,Yes,Normal,Social life,Always,Sometimes,Disagree,Neutral,No,NULL,Yes,4,Rarely,8,Stressful,sometimes,No,overwhelmed,Yes,No,other reasons,Yes,Yes,Less than 5 hours,Boring,3,3,Yes,Unconfident,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,2,Too long
10/20/2023 23:39:49,4,3,Yes,Normal,"Subjects, Exams, ",Sometimes,Often,Disagree,Comfortable,No,NULL,Yes,7,Often,6,Good,always,Yes,trying my best,Yes,No,I have other engagements,No,Yes,Less than 5 hours,Boring,5,5,Yes,Neutral,Yes,Quiet helpful,Rarely,Male,24-28,Taken,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Monastir,Private,5,Good
10/20/2023 23:41:54,8,9,Yes,Positive/Good,"Social life, Subjects, Schedule",Never,Rarely,Disagree,Comfortable,"Yes, occasionally",Monthly,No,NULL,Sometimes,1,Toxic,never,No,excited,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,10,10,No,Confident,No,NULL,Rarely,Attack helicopter 🚁 ,22-24,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Private,10,
10/20/2023 23:43:16,6,6,No,Negative/Badly,"Social life, Teacher, Schedule",Sometimes,Sometimes,Agree,Neutral,No,NULL,Yes,7,Sometimes,7,Stressful,sometimes,Yes,bored,Yes,Yes,NULL,No,Yes,6-7 hours,Boring,7,7,Yes,Neutral,No,NULL,Monthly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/20/2023 23:44:28,7,6,Yes,Normal,"Social life, Exams",Rarely,Sometimes,Disagree,Neutral,No,NULL,Yes,7,Sometimes,8,Good,sometimes,Yes,trying my best,Yes,No,I have other engagements,Yes,Yes,6-7 hours,Challenging,8,9,No,Neutral,No,NULL,Rarely,Female,22-24,Taken,Pre-Engineering,"Professions and applied sciences (Library Science, Museum Studies, Military Science, Real Estate & Property Management, Family & Consumer Science...)",Italy,Sousse,Public,10,
10/20/2023 23:52:57,3,4,Yes,Positive/Good,Social life,Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Sometimes,3,Good,occasionally,Yes,struggling,Yes,No,other reasons,Yes,No,6-7 hours,Challenging,5,7,Yes,Confident,No,NULL,Rarely,Female,24-28,Single,Master's,"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Belgium,,Private,9,"Too long but easy. Good luck 👌
Questions can be put in one scale wit various questions, doesn’t have to be separate like this"
10/20/2023 23:54:57,4,7,Yes,Positive/Good,Social life,Often,Rarely,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,4,Rarely,4,Good,occasionally,No,trying my best,No,Yes,NULL,No,No,5-6 hours,Challenging,8,2,No,Confident,No,NULL,Weekly,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,6,
10/20/2023 23:59:59,5,1,No,NULL,"Social life, Administration",Often,Sometimes,Disagree,Uncomfortable,No,NULL,Yes,10,Often,8,Stressful,always,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Intresting,10,6,Yes,Confident,Yes,Quiet helpful,Daily,Female,24-28,Taken,Master's,"Humanities ( history, philosophy, religion....)",Tunisia,Sousse,Public,9,
10/21/2023 0:01:11,7,3,Yes,Positive/Good,"Schedule, Exams, Administration",Often,Sometimes,Agree,Comfortable,"Yes, Too Much",Daily,Yes,9,Sometimes,10,Stressful,occasionally,Yes,trying my best,Yes,No,other reasons,Yes,Yes,6-7 hours,Challenging,5,6,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,I liked it good luckkk <3
10/21/2023 0:08:51,5,10,Yes,Normal,Exams,Always,Never,Agree,Neutral,"Yes, occasionally",Daily,Yes,10,Never,10,Toxic,always,No,excited,No,Yes,NULL,Yes,Yes,7-9 hours,Challenging,10,10,No,Neutral,No,NULL,Daily,Email,24-28,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,10,سفارة في العمارة
10/21/2023 0:23:58,4,2,No,Negative/Badly,Social life,Sometimes,Sometimes,Agree,Comfortable,"Yes, Too Much",NULL,Yes,9,Never,8,Stressful,sometimes,No,excited,No,No,other reasons,No,Yes,5-6 hours,Boring,5,4,No,Unconfident,Yes,Quiet helpful,Monthly,Male,22-24,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Le Kef,Public,4,Important and profound questions for the student in his social and individual life in college
10/21/2023 0:24:27,8,7,Yes,Positive/Good,Administration,Sometimes,Rarely,Disagree,Comfortable,"Yes, occasionally",Rarely,Yes,5,Rarely,5,Stressful,always,Yes,bored,Yes,Yes,NULL,Yes,Yes,5-6 hours,Challenging,9,5,Yes,Confident,Yes,Quiet helpful,Weekly,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mahdia,Private,7,
10/21/2023 0:26:14,1,2,No,NULL,Subjects,Never,Sometimes,Disagree,Neutral,No,NULL,No,NULL,Never,10,Stressful,never,Yes,bored,No,Yes,NULL,Yes,No,7-9 hours,Boring,8,7,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,6,
10/21/2023 0:36:00,10,9,Yes,Normal,"Subjects, Schedule",Never,Always,Agree,Comfortable,No,NULL,Yes,8,Sometimes,8,Stressful,always,Yes,overwhelmed,Yes,No,other reasons,Yes,Yes,5-6 hours,Boring,7,3,Yes,Confident,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Jendouba,Public,8,
10/21/2023 0:39:41,6,6,Yes,Positive/Good,"Teacher, Exams",Sometimes,Often,Disagree,Comfortable,"Yes, occasionally",Rarely,No,NULL,Often,9,Good,not much,No,trying my best,No,No,other reasons,Yes,No,7-9 hours,Intresting,6,6,Yes,Confident,Yes,Soo helpful,Monthly,Female,18-21,Taken,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,10,
10/21/2023 0:41:13,3,4,No,Normal,Administration,Sometimes,Sometimes,Disagree,Comfortable,No,Rarely,Yes,10,Sometimes,1,Good,sometimes,No,excited,Yes,No,Schedule,No,No,5-6 hours,Intresting,8,10,Yes,Confident,No,NULL,Rarely,Female,18-21,Taken,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tozeur,Public,10,
10/21/2023 0:42:16,7,8,Yes,Positive/Good,Exams,Rarely,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,5,Sometimes,6,Good,occasionally,Yes,trying my best,Yes,No,I have other engagements,Yes,Yes,6-7 hours,Challenging,7,8,Yes,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/21/2023 0:53:38,8,8,Yes,Normal,"Schedule, Exams",Sometimes,Sometimes,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,3,Sometimes,3,Good,occasionally,Yes,trying my best,No,No,other reasons,Yes,No,6-7 hours,Intresting,6,8,Yes,Confident,No,NULL,Monthly,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,L3ez 3arfti :3
10/21/2023 1:02:05,9,8,Yes,Positive/Good,"Subjects, Schedule",Rarely,Sometimes,Agree,Neutral,"Yes, occasionally",Weekly,Yes,5,Often,5,Good,occasionally,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,9,8,Yes,Confident,Yes,Quiet helpful,Weekly,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,Excellent 🍉
10/21/2023 1:10:52,7,5,Yes,Positive/Good,"Subjects, Schedule, Exams",Sometimes,Sometimes,Agree,Comfortable,No,NULL,Yes,7,Sometimes,7,Motivating,not much,Yes,struggling,Yes,No,Schedule,Yes,No,6-7 hours,Challenging,9,3,Yes,Unconfident,No,NULL,Never,Female,18-21,Single,Pre-Engineering,cycle  prépartoire technolgie,Tunisia,Kairouan,Public,6,i like it
10/21/2023 1:10:56,9,8,Yes,Positive/Good,"Subjects, Exams",Never,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,6,Sometimes,2,Motivating,never,No,happy,Yes,Yes,NULL,Yes,Yes,6-7 hours,Challenging,8,7,No,Neutral,Yes,Quiet helpful,Daily,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,9,Good surveys
