Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/20/2023 21:17:41,6,8,Yes,Positive/Good,"Social life, Subjects",Rarely,Often,Agree,Neutral,"Yes, occasionally",Weekly,Yes,9,Sometimes,7,Stressful,always,No,trying my best,Yes,No,Schedule,Yes,Yes,5-6 hours,Challenging,6,5,Yes,Unconfident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/20/2023 21:21:33,8,8,Yes,Normal,Subjects,Rarely,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Often,1,Good,sometimes,Yes,trying my best,No,Yes,NULL,No,Yes,5-6 hours,Boring,7,6,Yes,Confident,No,NULL,Rarely,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,"Accurate ,straightforwarded"
10/20/2023 21:24:48,5,2,Yes,Positive/Good,"Social life, Schedule",Sometimes,Sometimes,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,7,Never,7,Toxic,never,No,trying my best,Yes,No,Schedule,Yes,No,6-7 hours,Boring,5,5,Yes,Neutral,Yes,Quiet helpful,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,Giid
10/20/2023 21:27:08,4,3,Yes,Normal,"Social life, Teacher",Sometimes,Sometimes,Agree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Often,7,Good,never,No,struggling,Yes,No,Schedule,No,No,6-7 hours,Boring,4,2,No,Confident,Yes,No,Never,Male,18-21,Single,Undergraduate (Bachelor),Electrique et électrotechnique et automatique,Tunisia,Sousse,Public,6,
10/20/2023 21:28:21,5,6,Yes,Positive/Good,All choices,Rarely,Always,Disagree,Neutral,No,Never,Yes,10,Sometimes,10,Stressful,sometimes,Yes,struggling,Yes,No,other reasons,Yes,No,7-9 hours,Challenging,7,5,Yes,Unconfident,No,NULL,Rarely,Female,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/20/2023 21:28:57,5,4,Yes,Normal,"Social life, Schedule, Exams",Always,Always,Disagree,Comfortable,No,Never,Yes,1,Often,4,Good,always,Yes,trying my best,Yes,No,Schedule,No,Yes,6-7 hours,Boring,4,7,Yes,Confident,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,7,i really liked the act of examining student's health.
10/20/2023 21:32:04,5,6,No,NULL,"Social life, Subjects, Schedule",Sometimes,Rarely,Agree,Neutral,"Yes, Too Much",Daily,Yes,2,Sometimes,3,Toxic,occasionally,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Intresting,7,5,Yes,Confident,Yes,Quiet helpful,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,8,"Thank you for the opportunity to ask myself these questions , it's helping me understand myself better."
10/20/2023 21:34:51,6,8,Yes,Positive/Good,"Teacher, Exams, Administration",Sometimes,Sometimes,Disagree,Comfortable,No,Daily,Yes,8,Sometimes,5,Stressful,occasionally,Yes,trying my best,Yes,No,other reasons,No,No,5-6 hours,Challenging,10,7,No,Neutral,Yes,Quiet helpful,Monthly,Female,24-28,Taken,PhD,Electric,Tunisia,Sousse,Public,10,You are the best
10/20/2023 21:35:02,6,5,Yes,Normal,"Teacher, Administration",Rarely,Always,Agree,Neutral,"Yes, occasionally",Monthly,Yes,8,Sometimes,4,Toxic,sometimes,Yes,struggling,Yes,Yes,NULL,Yes,No,5-6 hours,Intresting,6,5,Yes,Neutral,No,NULL,Weekly,Female,18-21,It’s complicated ,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Gabès,Public,7,Good
10/20/2023 21:37:02,6,7,Yes,Positive/Good,Social life,Sometimes,Often,Agree,Comfortable,No,Never,Yes,8,Always,6,Motivating,always,Yes,trying my best,Yes,No,I have other engagements,No,Yes,5-6 hours,Intresting,9,5,Yes,Confident,Yes,Quiet helpful,Monthly,Female,18-21,Single,Undergraduate (Bachelor),Dentistry,Tunisia,Mahdia,Public,8,
10/20/2023 21:38:11,7,8,Yes,Positive/Good,Administration,Sometimes,Often,Agree,Comfortable,No,Never,Yes,9,Often,6,Good,occasionally,Yes,excited,Yes,Yes,NULL,Yes,No,7-9 hours,Intresting,8,9,Yes,Confident,Yes,Quiet helpful,Weekly,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,It was an interesting survey.
10/20/2023 21:38:19,6,7,No,NULL,Social life,Sometimes,Often,Disagree,Neutral,No,Monthly,Yes,6,Often,5,Good,sometimes,No,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,7,5,No,Neutral,No,NULL,Rarely,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,It's fun actually 
10/20/2023 21:42:24,5,6,Yes,Positive/Good,Subjects,Sometimes,Often,Agree,Comfortable,"Yes, occasionally",Rarely,Yes,7,Rarely,6,Stressful,occasionally,Yes,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,8,7,Yes,Neutral,No,NULL,Daily,Male,18-21,Single,Undergraduate (Bachelor),Media management ,Germany,,Public,5,
10/20/2023 21:42:25,6,6,No,NULL,Social life,Sometimes,Sometimes,Agree,Neutral,No,Never,No,NULL,Rarely,5,Stressful,sometimes,No,bored,Yes,No,other reasons,No,No,5-6 hours,Boring,3,2,No,Neutral,No,NULL,Never,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,NULL,Public,7,
10/20/2023 21:42:30,7,5,Yes,Normal,"Schedule, Exams, Administration",Sometimes,Sometimes,Agree,Comfortable,No,Never,Yes,8,Sometimes,6,Stressful,occasionally,Yes,bored,Yes,No,Schedule,Yes,Yes,5-6 hours,Boring,5,6,Yes,Neutral,No,No,Rarely,Female,18-21,Taken,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Mahdia,Public,4,I love it 
10/20/2023 21:45:46,5,7,Yes,Normal,"Social life, Exams",Often,Sometimes,Disagree,Neutral,No,Never,Yes,4,Sometimes,3,Good,not much,No,trying my best,Yes,No,other reasons,Yes,Yes,5-6 hours,Challenging,7,8,Yes,Confident,No,NULL,Rarely,Female,18-21,Taken,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/20/2023 21:49:37,7,6,Yes,Positive/Good,"Schedule, Exams",Never,Sometimes,Agree,Neutral,No,Never,Yes,8,Sometimes,7,Good,never,No,bored,Yes,No,Schedule,Yes,Yes,6-7 hours,Challenging,6,8,Yes,Unconfident,Yes,Quiet helpful,Rarely,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,2,
10/20/2023 21:51:28,6,8,Yes,Normal,"Schedule, Administration",Sometimes,Often,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Rarely,7,Stressful,sometimes,Yes,struggling,Yes,Yes,NULL,Yes,No,7-9 hours,Boring,5,5,Yes,Confident,No,NULL,Weekly,Female,18-21,Taken,PhD,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Monastir,Public,7,
10/20/2023 21:52:09,8,5,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Monthly,Yes,7,Often,8,Stressful,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Challenging,7,7,No,Confident,No,NULL,Rarely,Male,22-24,Taken,Undergraduate (Bachelor),IT,Tunisia,Sousse,Public,9,
10/20/2023 21:53:58,9,8,No,NULL,"Subjects, Schedule, Exams",Sometimes,Sometimes,Agree,Neutral,"Yes, occasionally",Rarely,No,NULL,Often,4,Good,sometimes,Yes,bored,Yes,Yes,NULL,Yes,Yes,5-6 hours,Boring,7,4,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/20/2023 21:57:56,1,1,Yes,Positive/Good,Social life,Often,Sometimes,Disagree,Neutral,No,Rarely,Yes,10,Sometimes,8,Stressful,not much,No,bored,Yes,No,other reasons,Yes,Yes,5-6 hours,Boring,5,2,Yes,Confident,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,8,
10/20/2023 21:58:15,7,7,Yes,Positive/Good,Social life,Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Daily,Yes,6,Sometimes,5,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,9,5,Yes,Confident,Yes,Soo helpful,Daily,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tozeur,Public,8,
10/20/2023 22:02:20,10,8,Yes,Normal,"Social life, Exams",Never,Sometimes,Disagree,Comfortable,No,Rarely,Yes,5,Always,1,Good,sometimes,Yes,trying my best,No,No,Schedule,Yes,No,5-6 hours,Challenging,10,9,No,Confident,No,NULL,Daily,Female,18-21,Taken,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,5,
10/20/2023 22:02:25,5,4,No,Negative/Badly,"Social life, Teacher, Exams",Always,Never,Disagree,Uncomfortable,No,Rarely,Yes,5,Never,8,Toxic,never,No,bored,Yes,No,Schedule,Yes,Yes,Less than 5 hours,Boring,5,8,No,Confident,No,No,Never,dragon 🐉 🐲 ✨️✨️✨️,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,10,
10/20/2023 22:03:36,5,5,Yes,Positive/Good,"Teacher, Subjects, Administration",Rarely,Always,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,10,Never,10,Toxic,always,Yes,overwhelmed,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,6,5,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),Medical science,Tunisia,Monastir,Public,6,
10/20/2023 22:04:13,6,7,Yes,Positive/Good,Schedule,Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,6,Often,5,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,6,5,No,Confident,No,NULL,Monthly,Female,18-21,Single,Pre-Engineering,Energy and physics ,Tunisia,Nabeul,Public,7,Interesting and describes the environment of the student in a good way  emotionnaly and academically. 
10/20/2023 22:04:50,5,5,Yes,Normal,"Subjects, Exams",Often,Sometimes,Disagree,Neutral,No,NULL,Yes,6,Rarely,7,Stressful,sometimes,Yes,struggling,Yes,No,other reasons,Yes,No,5-6 hours,Boring,4,9,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,5,🤷‍♂️🤷‍♂️
10/20/2023 22:07:13,7,6,No,NULL,"Subjects, Schedule, Exams",Sometimes,Always,Disagree,Neutral,No,NULL,Yes,3,Never,2,Good,never,No,bored,Yes,No,I have other engagements,No,Yes,5-6 hours,Challenging,4,7,Yes,Neutral,No,NULL,Daily,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,Boring
10/20/2023 22:07:31,5,3,No,NULL,Exams,Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,4,Sometimes,5,Toxic,not much,No,trying my best,Yes,No,other reasons,No,No,6-7 hours,Boring,3,5,No,Neutral,No,No,Never,Female,18-21,Divorced,Engineering,mecanical,Tunisia,Sousse,Public,5,too long
10/20/2023 22:07:54,8,10,Yes,Normal,Teacher,Sometimes,Sometimes,Disagree,Comfortable,No,NULL,Yes,9,Always,3,Good,always,Yes,trying my best,Yes,No,I have other engagements,Yes,No,5-6 hours,Intresting,10,7,No,Confident,Yes,Soo helpful,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,interesting and i enjoyed doing it
10/20/2023 22:10:00,10,1,Yes,Normal,"Teacher, Subjects, Exams",Never,Sometimes,Disagree,Neutral,No,Daily,Yes,7,Never,10,Good,not much,Yes,bored,No,No,Schedule,Yes,No,5-6 hours,Boring,5,6,Yes,Neutral,Yes,Soo helpful,Daily,Male,18-21,🤧🤧,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,1,Good job mommy . Keep going 💖💖
10/20/2023 22:11:47,7,4,No,NULL,"nothing really, its just a bit boring since in my case you can't really interact much with other students",Sometimes,Rarely,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,7,Sometimes,5,Good,always,No,trying my best,Yes,Yes,NULL,No,Yes,Less than 5 hours,Boring,7,8,No,Confident,No,NULL,Monthly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Private,7,good
10/20/2023 22:12:06,6,7,Yes,Positive/Good,"Schedule, Exams",Sometimes,Rarely,Disagree,Neutral,"Yes, occasionally",Monthly,No,NULL,Often,4,Stressful,sometimes,Yes,struggling,Yes,Yes,NULL,No,No,5-6 hours,Challenging,6,5,Yes,Neutral,Yes,Not realy,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Russia,,Public,7,"I like it, interesting and important questions)"
10/20/2023 22:12:17,6,6,Yes,Normal,"Teacher, Administration",Rarely,Often,Agree,Neutral,No,NULL,Yes,6,Often,4,Good,occasionally,Yes,trying my best,Yes,No,other reasons,Yes,Yes,6-7 hours,Boring,6,4,Yes,Neutral,Yes,Quiet helpful,Rarely,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ariana,Public,7,
10/20/2023 22:12:59,9,9,Yes,Normal,Schedule,Rarely,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,5,Often,4,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,7,6,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Russia,NULL,Public,7,
10/20/2023 22:13:37,4,2,Yes,Normal,"Social life, Schedule, Exams",Often,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,7,Rarely,6,Stressful,not much,Yes,trying my best,Yes,No,Schedule,No,No,6-7 hours,Boring,5,6,Yes,Unconfident,No,NULL,Rarely,Female,18-21,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,4,Great! Makes me reflect on some aspects myself 😅 keep the great work ! 👏🏻🤍
10/20/2023 22:14:52,8,4,Yes,Positive/Good,Social life,Often,Sometimes,Agree,Comfortable,No,NULL,Yes,8,Sometimes,8,Stressful,occasionally,No,trying my best,Yes,No,Schedule,No,Yes,5-6 hours,Challenging,6,7,No,Confident,No,NULL,Weekly,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,"Purposeful, straight to the point and quite thought-provoking."
10/20/2023 22:15:03,6,7,No,NULL,"Social life, Schedule, Administration",Always,Rarely,Disagree,Neutral,No,NULL,Yes,9,Never,3,Good,never,Yes,bored,Yes,No,Schedule,Yes,No,Less than 5 hours,Boring,7,10,Yes,Neutral,No,NULL,Daily,Male,18-21,Taken,Undergraduate (Bachelor),Engineering ,Tunisia,Monastir,Public,6,It was a good experience 😁
10/20/2023 22:15:21,2,3,No,NULL,"Social life, Teacher, Exams",Often,Sometimes,Agree,Comfortable,No,NULL,Yes,6,Never,7,Stressful,not much,Yes,bored,Yes,No,Schedule,No,Yes,Less than 5 hours,Boring,7,4,Yes,Confident,No,NULL,Rarely,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,Thats good
10/20/2023 22:17:42,2,3,Yes,Normal,"Social life, Teacher, Exams",Often,Often,Agree,Neutral,No,NULL,Yes,8,Sometimes,7,Toxic,always,Yes,overwhelmed,Yes,No,Schedule,Yes,Yes,6-7 hours,Boring,5,9,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,Bi,Tunisia,Mahdia,Public,6,
10/20/2023 22:18:31,2,2,Yes,Normal,Social life,Sometimes,Sometimes,Agree,Comfortable,No,NULL,Yes,4,Sometimes,3,Good,occasionally,No,bored,No,Yes,NULL,Yes,No,7-9 hours,Boring,7,4,Yes,Neutral,Yes,Quiet helpful,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Russia,NULL,Public,6,
10/20/2023 22:19:26,8,3,No,NULL,"Social life, Teacher, Subjects",Always,Often,Agree,Uncomfortable,No,NULL,Yes,5,Often,7,Stressful,not much,No,trying my best,Yes,No,Schedule,Yes,Yes,6-7 hours,Challenging,6,5,No,Neutral,Yes,Not realy,Rarely,Female,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,9,
10/20/2023 22:20:26,7,10,No,NULL,Subjects,Sometimes,Never,Disagree,Comfortable,No,NULL,No,NULL,Often,6,Stressful,sometimes,No,excited,No,No,other reasons,No,Yes,6-7 hours,Boring,9,10,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),Mathematics ,Tunisia,Sousse,Public,6,
10/20/2023 22:21:02,7,6,Yes,Positive/Good,"Teacher, Subjects, Schedule",Sometimes,Often,Agree,Uncomfortable,"Yes, occasionally",Weekly,Yes,8,Sometimes,7,Stressful,sometimes,Yes,trying my best,Yes,No,other reasons,Yes,Yes,5-6 hours,Challenging,7,8,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mahdia,Public,6,
